,country_code,Country,Total,Geographical region
219,UGA,Uganda,3143,Africa Sub-Saharan
220,UKR,Ukraine,4415,Europe Other
221,ARE,United Arab Emirates,212,Middle East
222,USA,United States,2160,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,6,America Central and South
225,UZB,Uzbekistan,2578,Asia Central
226,VUT,Vanuatu,0,Oceania
227,VAT,Vatican City,0,Europe Other
228,VEN,Venezuela,208,America Central and South
229,VNM,Vietnam,1354,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,1456,Middle East
233,ZMB,Zambia,1018,Africa Sub-Saharan
234,ZWE,Zimbabwe,6258,Africa Sub-Saharan
235,PSE,the State of Palestine,651,Middle East
236,GGY,Guernsey,0,Other
237,BLM,Saint Barthélemy,0,Other
238,SXM,Sint Maarten (Dutch part),0,Other
239,VCT,Saint Vincent and the Grenadines,0,Other
240,GBR,United Kingdom,0,Other
241,BVT,Bouvet Island,0,Other
242,JEY,Jersey,0,Other
243,CUW,Curaçao,0,Other
244,ATA,Antarctica,0,Other
245,ALA,Åland Islands,0,Other
246,UMI,United States Minor Outlying Islands,0,Other
247,SSD,South Sudan,0,Other
248,REU,Réunion,0,Other
249,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
250,IMN,Isle of Man,0,Other
251,COD,"Congo, The Democratic Republic of the",0,Other
252,SGS,South Georgia and the South Sandwich Islands,0,Other
253,IOT,British Indian Ocean Territory,0,Other
254,ATF,French Southern Territories,0,Other
