,country_code,Country,Total,Geographical region
184,SGP,Singapore,2096,Asia South East
185,SVK,Slovakia,4,EU 8
186,SVN,Slovenia,0,EU 8
187,SLB,Solomon Islands,7,Oceania
188,SOM,Somalia,3248,Africa Sub-Saharan
189,ZAF,South Africa,21907,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,9985,Asia East
192,ESP,Spain,2,EU 14
193,LKA,Sri Lanka,35846,Asia South
194,KNA,St. Kitts and Nevis,32,America Central and South
195,LCA,St. Lucia,304,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,9694,Africa North
199,SDN,Sudan (South),0,Africa Sub-Saharan
200,SUR,Surinam,191,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,79,Africa Sub-Saharan
203,SWE,Sweden,4,EU 14
204,CHE,Switzerland,20,Europe Other
205,SYR,Syria,7677,Middle East
206,TWN,Taiwan,40723,Asia East
207,TJK,Tajikistan,357,Asia Central
208,TZA,Tanzania,7775,Africa Sub-Saharan
209,THA,Thailand,39362,Asia South East
210,TGO,Togo,505,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,31,Oceania
213,TTO,Trinidad and Tobago,1453,America Central and South
214,TUN,Tunisia,4738,Africa North
215,TUR,Turkey,78698,Europe Other
216,TKM,Turkmenistan,1226,Asia Central
217,TCA,Turks and Caicos Islands (British),1,Other
218,TUV,Tuvalu,3,Oceania
219,UGA,Uganda,7151,Africa Sub-Saharan
220,UKR,Ukraine,35316,Europe Other
221,ARE,United Arab Emirates,22407,Middle East
222,USA,United States,32814,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,78,America Central and South
225,UZB,Uzbekistan,2556,Asia Central
226,VUT,Vanuatu,2,Oceania
227,VAT,Vatican City,8,Europe Other
228,VEN,Venezuela,953,America Central and South
229,VNM,Vietnam,6745,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,3903,Middle East
233,ZMB,Zambia,5469,Africa Sub-Saharan
234,ZWE,Zimbabwe,14847,Africa Sub-Saharan
235,PSE,the State of Palestine,2423,Middle East
236,GGY,Guernsey,0,Other
237,BLM,Saint Barthélemy,0,Other
238,SXM,Sint Maarten (Dutch part),0,Other
239,VCT,Saint Vincent and the Grenadines,0,Other
240,GBR,United Kingdom,0,Other
241,BVT,Bouvet Island,0,Other
242,JEY,Jersey,0,Other
243,CUW,Curaçao,0,Other
244,ATA,Antarctica,0,Other
245,ALA,Åland Islands,0,Other
246,UMI,United States Minor Outlying Islands,0,Other
247,SSD,South Sudan,0,Other
248,REU,Réunion,0,Other
249,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
250,IMN,Isle of Man,0,Other
251,COD,"Congo, The Democratic Republic of the",0,Other
252,SGS,South Georgia and the South Sandwich Islands,0,Other
253,IOT,British Indian Ocean Territory,0,Other
254,ATF,French Southern Territories,0,Other
