,country_code,Country,Total,Geographical region
150,NZL,New Zealand,5166,Oceania
151,NIC,Nicaragua,2,America Central and South
152,NER,Niger,39,Africa Sub-Saharan
153,NGA,Nigeria,2976,Africa Sub-Saharan
154,NIU,Niue,0,Oceania
155,NFK,Norfolk Island,0,Oceania
156,PRK,North Korea,0,Asia East
157,MNP,Northern Mariana Islands,0,Oceania
158,NOR,Norway,0,Europe Other
159,OMN,Oman,89,Middle East
160,PAK,Pakistan,5061,Asia South
161,PLW,Palau,0,Oceania
162,PAN,Panama,7,America Central and South
163,PNG,Papua New Guinea,2,Oceania
164,PRY,Paraguay,18,America Central and South
165,PER,Peru,93,America Central and South
166,PHL,Philippines,8038,Asia South East
167,PCN,Pitcairn Islands (British),0,Other
168,POL,Poland,0,EU 8
169,PRT,Portugal,0,EU 14
170,PRI,Puerto Rico,0,America North
171,QAT,Qatar,36,Middle East
172,ROU,Romania,5,EU 2
173,RUS,Russia,3416,Europe Other
174,RWA,Rwanda,12,Africa Sub-Saharan
175,WSM,Samoa,9,Oceania
176,SMR,San Marino,0,Europe Other
177,STP,Sao Tome and Principe,0,Africa Sub-Saharan
178,SAU,Saudi Arabia,237,Middle East
179,SEN,Senegal,91,Africa Sub-Saharan
180,SRB,Serbia,205,Europe Other
181,MNE,Serbia and Montenegro,0,Europe Other
182,SYC,Seychelles,33,Africa Sub-Saharan
183,SLE,Sierra Leone,18,Africa Sub-Saharan
184,SGP,Singapore,399,Asia South East
185,SVK,Slovakia,0,EU 8
186,SVN,Slovenia,0,EU 8
187,SLB,Solomon Islands,1,Oceania
188,SOM,Somalia,7,Africa Sub-Saharan
189,ZAF,South Africa,2220,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,1647,Asia East
192,ESP,Spain,0,EU 14
193,LKA,Sri Lanka,1511,Asia South
194,KNA,St. Kitts and Nevis,29,America Central and South
195,LCA,St. Lucia,6,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,477,Africa North
199,SDN,Sudan (South),0,Africa Sub-Saharan
200,SUR,Surinam,0,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,7,Africa Sub-Saharan
203,SWE,Sweden,0,EU 14
204,CHE,Switzerland,0,Europe Other
205,SYR,Syria,176,Middle East
206,TWN,Taiwan,1383,Asia East
207,TJK,Tajikistan,8,Asia Central
208,TZA,Tanzania,92,Africa Sub-Saharan
209,THA,Thailand,459,Asia South East
210,TGO,Togo,10,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,5,Oceania
213,TTO,Trinidad and Tobago,84,America Central and South
214,TUN,Tunisia,119,Africa North
215,TUR,Turkey,1248,Europe Other
216,TKM,Turkmenistan,23,Asia Central
217,TCA,Turks and Caicos Islands (British),0,Other
218,TUV,Tuvalu,0,Oceania
219,UGA,Uganda,201,Africa Sub-Saharan
220,UKR,Ukraine,546,Europe Other
221,ARE,United Arab Emirates,36,Middle East
222,USA,United States,13703,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,19,America Central and South
225,UZB,Uzbekistan,92,Asia Central
226,VUT,Vanuatu,0,Oceania
227,VAT,Vatican City,0,Europe Other
228,VEN,Venezuela,361,America Central and South
229,VNM,Vietnam,153,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,115,Middle East
233,ZMB,Zambia,55,Africa Sub-Saharan
234,ZWE,Zimbabwe,305,Africa Sub-Saharan
235,PSE,the State of Palestine,47,Middle East
236,REU,Réunion,0,Other
237,BLM,Saint Barthélemy,0,Other
238,SSD,South Sudan,0,Other
239,VCT,Saint Vincent and the Grenadines,0,Other
240,JEY,Jersey,0,Other
241,CUW,Curaçao,0,Other
242,SGS,South Georgia and the South Sandwich Islands,0,Other
243,COD,"Congo, The Democratic Republic of the",0,Other
244,GGY,Guernsey,0,Other
245,GBR,United Kingdom,0,Other
246,IOT,British Indian Ocean Territory,0,Other
247,UMI,United States Minor Outlying Islands,0,Other
248,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
249,ATA,Antarctica,0,Other
250,BVT,Bouvet Island,0,Other
251,SXM,Sint Maarten (Dutch part),0,Other
252,IMN,Isle of Man,0,Other
253,ALA,Åland Islands,0,Other
254,ATF,French Southern Territories,0,Other
