,country_code,Country,Total,Geographical region
174,RWA,Rwanda,515,Africa Sub-Saharan
175,WSM,Samoa,27,Oceania
176,SMR,San Marino,1,Europe Other
177,STP,Sao Tome and Principe,156,Africa Sub-Saharan
178,SAU,Saudi Arabia,35775,Middle East
179,SEN,Senegal,2029,Africa Sub-Saharan
180,SRB,Serbia,0,Europe Other
181,MNE,Serbia and Montenegro,19672,Europe Other
182,SYC,Seychelles,217,Africa Sub-Saharan
183,SLE,Sierra Leone,5746,Africa Sub-Saharan
184,SGP,Singapore,1854,Asia South East
185,SVK,Slovakia,8,EU 8
186,SVN,Slovenia,1,EU 8
187,SLB,Solomon Islands,16,Oceania
188,SOM,Somalia,5212,Africa Sub-Saharan
189,ZAF,South Africa,31791,Africa Sub-Saharan
190,GEO,South Georgia and South Sandwich Islands,0,Other
191,KOR,South Korea,10856,Asia East
192,ESP,Spain,6,EU 14
193,LKA,Sri Lanka,30801,Asia South
194,KNA,St. Kitts and Nevis,27,America Central and South
195,LCA,St. Lucia,303,America Central and South
196,MAF,St. Martin (French Part),0,America Central and South
197,SPM,St. Pierre and Miquelon,0,America Central and South
198,SDN,Sudan,8616,Africa North
199,SDN,Sudan (South),0,Africa Sub-Saharan
200,SUR,Surinam,244,America Central and South
201,SJM,Svalbard and Jan Mayen,0,Europe Other
202,SWZ,Swaziland,264,Africa Sub-Saharan
203,SWE,Sweden,18,EU 14
204,CHE,Switzerland,4,Europe Other
205,SYR,Syria,6948,Middle East
206,TWN,Taiwan,37914,Asia East
207,TJK,Tajikistan,350,Asia Central
208,TZA,Tanzania,7522,Africa Sub-Saharan
209,THA,Thailand,39503,Asia South East
210,TGO,Togo,506,Africa Sub-Saharan
211,TKL,Tokelau,0,Oceania
212,TON,Tonga,26,Oceania
213,TTO,Trinidad and Tobago,1743,America Central and South
214,TUN,Tunisia,5047,Africa North
215,TUR,Turkey,67652,Europe Other
216,TKM,Turkmenistan,1737,Asia Central
217,TCA,Turks and Caicos Islands (British),0,Other
218,TUV,Tuvalu,1,Oceania
219,UGA,Uganda,7146,Africa Sub-Saharan
220,UKR,Ukraine,31247,Europe Other
221,ARE,United Arab Emirates,18338,Middle East
222,USA,United States,30886,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,79,America Central and South
225,UZB,Uzbekistan,2594,Asia Central
226,VUT,Vanuatu,1,Oceania
227,VAT,Vatican City,9,Europe Other
228,VEN,Venezuela,704,America Central and South
229,VNM,Vietnam,6096,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,3611,Middle East
233,ZMB,Zambia,5404,Africa Sub-Saharan
234,ZWE,Zimbabwe,18915,Africa Sub-Saharan
235,PSE,the State of Palestine,2554,Middle East
236,GGY,Guernsey,0,Other
237,BLM,Saint Barthélemy,0,Other
238,SXM,Sint Maarten (Dutch part),0,Other
239,VCT,Saint Vincent and the Grenadines,0,Other
240,GBR,United Kingdom,0,Other
241,BVT,Bouvet Island,0,Other
242,JEY,Jersey,0,Other
243,CUW,Curaçao,0,Other
244,ATA,Antarctica,0,Other
245,ALA,Åland Islands,0,Other
246,UMI,United States Minor Outlying Islands,0,Other
247,SSD,South Sudan,0,Other
248,REU,Réunion,0,Other
249,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
250,IMN,Isle of Man,0,Other
251,COD,"Congo, The Democratic Republic of the",0,Other
252,SGS,South Georgia and the South Sandwich Islands,0,Other
253,IOT,British Indian Ocean Territory,0,Other
254,ATF,French Southern Territories,0,Other
