,country_code,Country,Total,Geographical region
221,ARE,United Arab Emirates,44,Middle East
222,USA,United States,14654,America North
223,VIR,United States Virgin Islands,0,America North
224,URY,Uruguay,16,America Central and South
225,UZB,Uzbekistan,60,Asia Central
226,VUT,Vanuatu,1,Oceania
227,VAT,Vatican City,0,Europe Other
228,VEN,Venezuela,167,America Central and South
229,VNM,Vietnam,203,Asia South East
230,WLF,Wallis and Futuna,0,Oceania
231,ESH,Western Sahara,0,Africa North
232,YEM,Yemen,83,Middle East
233,ZMB,Zambia,59,Africa Sub-Saharan
234,ZWE,Zimbabwe,604,Africa Sub-Saharan
235,PSE,the State of Palestine,63,Middle East
236,REU,Réunion,0,Other
237,BLM,Saint Barthélemy,0,Other
238,SSD,South Sudan,0,Other
239,VCT,Saint Vincent and the Grenadines,0,Other
240,JEY,Jersey,0,Other
241,CUW,Curaçao,0,Other
242,SGS,South Georgia and the South Sandwich Islands,0,Other
243,COD,"Congo, The Democratic Republic of the",0,Other
244,GGY,Guernsey,0,Other
245,GBR,United Kingdom,0,Other
246,IOT,British Indian Ocean Territory,0,Other
247,UMI,United States Minor Outlying Islands,0,Other
248,SHN,"Saint Helena, Ascension and Tristan da Cunha",0,Other
249,ATA,Antarctica,0,Other
250,BVT,Bouvet Island,0,Other
251,SXM,Sint Maarten (Dutch part),0,Other
252,IMN,Isle of Man,0,Other
253,ALA,Åland Islands,0,Other
254,ATF,French Southern Territories,0,Other
